"","p_val","avg_diff","pct.1","pct.2","p_val_adj","cluster","gene"
"CBX6",1.76140859610449e-16,0.343883579947044,0.743,0.601,3.52281719220899e-13,"1","CBX6"
"KIF2C",1.84600993688848e-16,-0.215038022141966,0.269,0.417,3.69201987377696e-13,"1","KIF2C"
"CKAP2L",2.00307378829122e-16,-0.17731825080155,0.237,0.388,4.00614757658244e-13,"1","CKAP2L"
"CMTM2.1",2.43206348220103e-16,0.0244743948521688,0.182,0.285,4.86412696440207e-13,"1","CMTM2"
"NEK2",2.44719868062809e-16,-0.238783115372538,0.291,0.447,4.89439736125617e-13,"1","NEK2"
"TTK",3.55112031112927e-16,-0.186850465333736,0.243,0.392,7.10224062225853e-13,"1","TTK"
"SAPCD2",3.63984486518513e-16,-0.183154701962487,0.249,0.388,7.27968973037026e-13,"1","SAPCD2"
"SLC40A1",3.81974309948473e-16,0.341691200451981,0.688,0.551,7.63948619896946e-13,"1","SLC40A1"
"CASC5",3.82390039161132e-16,-0.20160903221807,0.196,0.33,7.64780078322265e-13,"1","CASC5"
"COL5A2.1",4.91400708662024e-16,0.299431901680889,0.666,0.544,9.82801417324048e-13,"1","COL5A2"
"TOMM40.1",5.07270637165569e-16,-0.272499736350078,0.568,0.65,1.01454127433114e-12,"1","TOMM40"
"DCN.1",5.20066412890389e-16,-0.300337095150269,0.438,0.571,1.04013282578078e-12,"1","DCN"
"MYOCD.1",5.24212707062211e-16,0.316409588530774,0.681,0.541,1.04842541412442e-12,"1","MYOCD"
"FAM124B",5.48198824577969e-16,-0.00555843819356121,0.142,0.272,1.09639764915594e-12,"1","FAM124B"
"COL4A1.1",6.58752733984993e-16,0.305372017938965,0.763,0.634,1.31750546796999e-12,"1","COL4A1"
"TCF21",7.26939440370984e-16,-0.224076004996747,0.546,0.653,1.45387888074197e-12,"1","TCF21"
"CDCA2",7.53789949976838e-16,-0.129147887840844,0.178,0.314,1.50757989995368e-12,"1","CDCA2"
"TSTD1.1",7.67992645246583e-16,-0.299359792197815,0.333,0.454,1.53598529049317e-12,"1","TSTD1"
"STAT1.1",8.19809639358132e-16,0.274062823632091,0.711,0.572,1.63961927871626e-12,"1","STAT1"
"KIF18B",9.01146210387085e-16,-0.144570306469706,0.264,0.407,1.80229242077417e-12,"1","KIF18B"
"LINC00152.1",9.03086296440536e-16,0.259492526980197,0.681,0.546,1.80617259288107e-12,"1","LINC00152"
"FABP5",9.6008227328339e-16,-0.251577630536178,0.355,0.423,1.92016454656678e-12,"1","FABP5"
"NCAPG",1.00218091533502e-15,-0.156115834634186,0.152,0.268,2.00436183067003e-12,"1","NCAPG"
"FAM83D",1.03531328400504e-15,-0.122757142587436,0.143,0.261,2.07062656801008e-12,"1","FAM83D"
"HACD3.1",1.11833905608183e-15,-0.21708227787493,0.608,0.667,2.23667811216365e-12,"1","HACD3"
"RHOB.1",1.55621371978213e-15,0.339624368472661,0.703,0.526,3.11242743956426e-12,"1","RHOB"
"SMC4.1",2.54672558078048e-15,-0.239337186671169,0.38,0.445,5.09345116156096e-12,"1","SMC4"
"SNAPC1.1",3.01985316999249e-15,-0.248349916932708,0.516,0.582,6.03970633998499e-12,"1","SNAPC1"
"MLPH",3.25684770493086e-15,-0.253119505782005,0.322,0.411,6.51369540986172e-12,"1","MLPH"
"CARMN.1",3.84862297591617e-15,0.339713277393279,0.754,0.608,7.69724595183235e-12,"1","CARMN"
"KRT10.1",3.86483437052384e-15,0.254352704691771,0.683,0.522,7.72966874104767e-12,"1","KRT10"
"FHL1",4.56666518680501e-15,0.196286797486178,0.731,0.623,9.13333037361001e-12,"1","FHL1"
"KITLG",4.92611896278215e-15,0.367194650682478,0.603,0.393,9.8522379255643e-12,"1","KITLG"
"PCNA.1",5.28568370122207e-15,-0.37015212557469,0.383,0.524,1.05713674024441e-11,"1","PCNA"
"FAM63B",5.77867620907863e-15,0.343426057516369,0.751,0.626,1.15573524181573e-11,"1","FAM63B"
"RP11-26M5.3.1",6.03347385481127e-15,0.000536219417816786,0.293,0.208,1.20669477096225e-11,"1","RP11-26M5.3"
"SERPINE2",6.18001234804079e-15,-0.270723867016255,0.539,0.658,1.23600246960816e-11,"1","SERPINE2"
"RND3.1",6.77138424051107e-15,0.315273729343121,0.661,0.531,1.35427684810221e-11,"1","RND3"
"NES.1",8.12329872001288e-15,-0.243956964245735,0.433,0.495,1.62465974400258e-11,"1","NES"
"ACTG2.1",8.74765432796584e-15,-0.329851384414641,0.401,0.517,1.74953086559317e-11,"1","ACTG2"
"GPX3.1",9.1055867220779e-15,0.303186323417036,0.7,0.542,1.82111734441558e-11,"1","GPX3"
"NETO1",9.38345757467732e-15,-0.00233694938073604,0.265,0.205,1.87669151493546e-11,"1","NETO1"
"CTGF.1",9.66633163581098e-15,0.32158316433465,0.73,0.587,1.9332663271622e-11,"1","CTGF"
"SMS.1",1.16563721762226e-14,-0.197508841497425,0.531,0.644,2.33127443524452e-11,"1","SMS"
"TPM1.1",1.25771876196642e-14,-0.300370097531605,0.412,0.535,2.51543752393283e-11,"1","TPM1"
"PDCD5.1",1.25815127052949e-14,-0.1694244051595,0.479,0.606,2.51630254105898e-11,"1","PDCD5"
"CTHRC1.1",1.34165671907629e-14,-0.200248176300994,0.56,0.666,2.68331343815259e-11,"1","CTHRC1"
"PDZRN3.1",1.51286191448758e-14,0.294401359261988,0.482,0.345,3.02572382897517e-11,"1","PDZRN3"
"SMC2",1.98224054157158e-14,-0.179822438977188,0.246,0.294,3.96448108314315e-11,"1","SMC2"
"IMPA2",2.54440590229471e-14,0.377360464246766,0.527,0.337,5.08881180458943e-11,"1","IMPA2"
"CCND2.1",2.8587307486738e-14,0.297664431642386,0.687,0.567,5.7174614973476e-11,"1","CCND2"
"H2AFZ",2.95835738127766e-14,-0.219425740476868,0.421,0.538,5.91671476255532e-11,"1","H2AFZ"
"RAMP1.1",3.26267787080581e-14,-0.267690124559129,0.543,0.664,6.52535574161162e-11,"1","RAMP1"
"PTS.1",3.72388846806087e-14,-0.194646844713556,0.546,0.682,7.44777693612174e-11,"1","PTS"
"KLF6",3.87265034734169e-14,0.308251712471336,0.76,0.626,7.74530069468338e-11,"1","KLF6"
"RARRES3",4.46029112760672e-14,-0.218252452268325,0.542,0.649,8.92058225521344e-11,"1","RARRES3"
"FAM198B",4.74367467951326e-14,0.331723560165653,0.694,0.532,9.48734935902653e-11,"1","FAM198B"
"TUBB6.1",5.02443780453798e-14,-0.214273744095969,0.518,0.621,1.0048875609076e-10,"1","TUBB6"
"SRPX",6.12647884076828e-14,-0.242606569110276,0.39,0.482,1.22529576815366e-10,"1","SRPX"
"MPHOSPH6.1",6.18006706651962e-14,-0.252098362040099,0.502,0.579,1.23601341330392e-10,"1","MPHOSPH6"
"DBF4",6.80309380145011e-14,-0.17170249889818,0.226,0.268,1.36061876029002e-10,"1","DBF4"
"TNFRSF11B.1",6.83958802708603e-14,-0.225782559379359,0.512,0.636,1.36791760541721e-10,"1","TNFRSF11B"
"SEMA5A",7.10286491738016e-14,0.3860258588254,0.504,0.308,1.42057298347603e-10,"1","SEMA5A"
"SGCD",7.4304825649148e-14,0.412236544967498,0.471,0.268,1.48609651298296e-10,"1","SGCD"
"MAD1L1.1",8.38408580986086e-14,-0.167827137972137,0.254,0.312,1.67681716197217e-10,"1","MAD1L1"
"ALDOC",8.81359049109032e-14,-0.218391509088543,0.208,0.286,1.76271809821806e-10,"1","ALDOC"
"HSPG2",9.85242235437422e-14,0.380878296598818,0.567,0.362,1.97048447087484e-10,"1","HSPG2"
"SNRPD1.1",1.13863413058465e-13,-0.183592091174639,0.522,0.631,2.27726826116929e-10,"1","SNRPD1"
"H2AFV",1.1462070357624e-13,-0.209466988237344,0.537,0.648,2.2924140715248e-10,"1","H2AFV"
"GREM1",1.16342751280322e-13,0.263945793670212,0.711,0.627,2.32685502560644e-10,"1","GREM1"
"YWHAH.1",1.16342751280322e-13,-0.216856085429295,0.531,0.636,2.32685502560644e-10,"1","YWHAH"
"ALDH1A1.1",1.34667276803265e-13,-0.276375850183513,0.429,0.561,2.69334553606531e-10,"1","ALDH1A1"
"GLA",1.4467376494172e-13,-0.234572337430161,0.515,0.577,2.89347529883439e-10,"1","GLA"
"CDCP1",1.62159308019746e-13,-0.174375785203891,0.211,0.258,3.24318616039492e-10,"1","CDCP1"
"NOLC1.1",1.67258041843363e-13,-0.191218035198245,0.37,0.432,3.34516083686726e-10,"1","NOLC1"
"SAT1.1",1.68640397089295e-13,0.269259167210688,0.674,0.555,3.37280794178589e-10,"1","SAT1"
"DTYMK",1.78930190282749e-13,-0.256094323657548,0.561,0.616,3.57860380565498e-10,"1","DTYMK"
"ATAD3A",1.95788461347564e-13,-0.188107585915409,0.351,0.399,3.91576922695127e-10,"1","ATAD3A"
"VTN.1",1.98181338955721e-13,-0.125935743415119,0.318,0.354,3.96362677911442e-10,"1","VTN"
"HMOX1",2.00668792355784e-13,-0.244991571302891,0.345,0.433,4.01337584711568e-10,"1","HMOX1"
"LYPD1.1",2.347803456675e-13,-0.181101624683969,0.257,0.314,4.69560691335e-10,"1","LYPD1"
"MT-ND5",2.36167547326771e-13,0.293718776482646,0.622,0.51,4.72335094653543e-10,"1","MT-ND5"
"ODC1.1",2.71984321839091e-13,-0.201651932517822,0.571,0.656,5.43968643678182e-10,"1","ODC1"
"TRIM47.1",2.78088283947616e-13,-0.206605353462004,0.313,0.381,5.56176567895231e-10,"1","TRIM47"
"COL18A1.1",3.23588705992188e-13,0.292277699080017,0.763,0.638,6.47177411984376e-10,"1","COL18A1"
"STK17A",3.42320091451387e-13,-0.226525558765574,0.54,0.605,6.84640182902774e-10,"1","STK17A"
"SH2D4A.1",4.44167711137853e-13,-0.220738249628674,0.513,0.564,8.88335422275707e-10,"1","SH2D4A"
"PRSS23.1",4.86884320210133e-13,-0.202734360723561,0.573,0.696,9.73768640420265e-10,"1","PRSS23"
"TM4SF1.1",5.51824484432702e-13,-0.204797719551297,0.373,0.42,1.1036489688654e-09,"1","TM4SF1"
"SDF2L1.1",6.66758871470713e-13,-0.221386823072427,0.56,0.674,1.33351774294143e-09,"1","SDF2L1"
"C11orf96",8.95856152790551e-13,0.161617632868188,0.252,0.203,1.7917123055811e-09,"1","C11orf96"
"HACD1.1",1.42898198327522e-12,-0.16256070987559,0.582,0.687,2.85796396655043e-09,"1","HACD1"
"FOSL1.1",1.44125204945512e-12,-0.211533397802447,0.334,0.37,2.88250409891023e-09,"1","FOSL1"
"MGP.1",1.6548371522673e-12,0.237182964717618,0.688,0.576,3.3096743045346e-09,"1","MGP"
"NPC1",2.08679241671744e-12,-0.198492126441806,0.416,0.467,4.17358483343487e-09,"1","NPC1"
"GMNN",2.61894916558617e-12,-0.303291188086696,0.297,0.411,5.23789833117234e-09,"1","GMNN"
"BST1.1",2.76289044556586e-12,-0.222409252141014,0.647,0.703,5.52578089113173e-09,"1","BST1"
"CENPN",2.97064642845843e-12,-0.207536956159321,0.33,0.392,5.94129285691686e-09,"1","CENPN"
"HSD11B1",3.22673282695108e-12,-0.226316450430175,0.211,0.29,6.45346565390217e-09,"1","HSD11B1"
"AMOTL2.1",3.52083101675324e-12,0.301792406271941,0.738,0.61,7.04166203350648e-09,"1","AMOTL2"
"NOTCH2",4.55152795807867e-12,0.31995632418799,0.74,0.588,9.10305591615735e-09,"1","NOTCH2"
"ATP2B4",4.65413610239278e-12,0.319848033344806,0.767,0.626,9.30827220478556e-09,"1","ATP2B4"
"RALA",4.89034055970143e-12,-0.207428872713942,0.572,0.674,9.78068111940285e-09,"1","RALA"
"AEBP1",5.42024199810386e-12,-0.154877975669533,0.193,0.25,1.08404839962077e-08,"1","AEBP1"
"CAMK2D",5.43028820591641e-12,0.296496325691179,0.747,0.636,1.08605764118328e-08,"1","CAMK2D"
"SAP30",7.41155418993889e-12,-0.215870476923605,0.303,0.377,1.48231083798778e-08,"1","SAP30"
"CASP1",7.91399402316245e-12,-0.237311369979661,0.604,0.685,1.58279880463249e-08,"1","CASP1"
"GNA11",8.85173567896077e-12,0.320154941220136,0.719,0.538,1.77034713579215e-08,"1","GNA11"
"OSMR",1.06555129682449e-11,0.30347518027345,0.749,0.632,2.13110259364897e-08,"1","OSMR"
"FBN1",1.09248193023307e-11,0.264363627481827,0.747,0.636,2.18496386046614e-08,"1","FBN1"
"PEA15.1",1.26594708463804e-11,0.276066995551777,0.731,0.596,2.53189416927608e-08,"1","PEA15"
"CXCL1.1",1.65314603074233e-11,0.261314902367961,0.711,0.598,3.30629206148466e-08,"1","CXCL1"
"NDFIP2.1",1.82823768818458e-11,-0.185640601833867,0.597,0.661,3.65647537636916e-08,"1","NDFIP2"
"SRGN.1",1.82933897370865e-11,-0.217471941265914,0.534,0.597,3.6586779474173e-08,"1","SRGN"
"ATP5G1.1",1.83927981894881e-11,-0.149328125147867,0.517,0.626,3.67855963789761e-08,"1","ATP5G1"
"RRM1.1",1.91036212642606e-11,-0.260504173863646,0.351,0.456,3.82072425285211e-08,"1","RRM1"
"CCDC167.1",1.97579964023196e-11,0.281799493010546,0.725,0.591,3.95159928046392e-08,"1","CCDC167"
"CCNA1",2.04619299213847e-11,-0.0980899785889727,0.205,0.32,4.09238598427694e-08,"1","CCNA1"
"FADS1.1",2.16013713733708e-11,-0.176048661514348,0.522,0.632,4.32027427467416e-08,"1","FADS1"
"ISLR",2.23863088038943e-11,0.112491517244654,0.265,0.214,4.47726176077887e-08,"1","ISLR"
"DSEL.1",2.34366485346978e-11,0.257473522948299,0.741,0.627,4.68732970693956e-08,"1","DSEL"
"PTX3.1",2.40408602654488e-11,-0.130585912757237,0.258,0.279,4.80817205308977e-08,"1","PTX3"
"GLRX.1",2.60085663310999e-11,-0.159133125255044,0.444,0.561,5.20171326621998e-08,"1","GLRX"
"CLDN6.1",2.66139147000774e-11,0.0367461585178955,0.216,0.265,5.32278294001549e-08,"1","CLDN6"
"CNTN4.1",3.12829126545763e-11,0.220375050872424,0.379,0.273,6.25658253091525e-08,"1","CNTN4"
"ASPH.1",3.3979705254939e-11,-0.171764987255183,0.472,0.588,6.7959410509878e-08,"1","ASPH"
"HES4",3.55807605171774e-11,0.27500433013578,0.719,0.594,7.11615210343549e-08,"1","HES4"
"BDKRB2.1",3.76889696959936e-11,0.269617144104362,0.744,0.617,7.53779393919871e-08,"1","BDKRB2"
"TMPO",4.00851124107832e-11,-0.142635874074554,0.29,0.317,8.01702248215664e-08,"1","TMPO"
"ALYREF",4.1082324543832e-11,-0.222630691102044,0.451,0.491,8.21646490876639e-08,"1","ALYREF"
"BRIX1.1",4.17564571221809e-11,-0.18757324844254,0.556,0.667,8.35129142443617e-08,"1","BRIX1"
"HSPA2.1",4.56015601518451e-11,-0.182477648178987,0.573,0.612,9.12031203036902e-08,"1","HSPA2"
"JAG1.1",4.59123292400592e-11,0.305313688334166,0.674,0.516,9.18246584801183e-08,"1","JAG1"
"ADGRD1",4.62934543930675e-11,0.290564219341864,0.631,0.476,9.25869087861351e-08,"1","ADGRD1"
"VWA5A",5.03531679593289e-11,-0.202066676756793,0.606,0.691,1.00706335918658e-07,"1","VWA5A"
"ZFP36L2.1",5.86593791659848e-11,0.239259053049445,0.696,0.578,1.1731875833197e-07,"1","ZFP36L2"
"DUT.1",7.07212675586234e-11,-0.221361177252154,0.542,0.65,1.41442535117247e-07,"1","DUT"
"CMSS1",7.45422313142117e-11,-0.174790770023215,0.302,0.348,1.49084462628423e-07,"1","CMSS1"
"SDC4",7.59266859739383e-11,0.302771064844881,0.713,0.596,1.51853371947877e-07,"1","SDC4"
"KCNC1.1",8.34536057612939e-11,0.00947296114581255,0.237,0.287,1.66907211522588e-07,"1","KCNC1"
"TOX3.1",8.78176429467177e-11,-0.00625674501010767,0.3,0.189,1.75635285893435e-07,"1","TOX3"
"PRRX1.1",8.9651138954486e-11,0.254039749715812,0.714,0.609,1.79302277908972e-07,"1","PRRX1"
"JUND.1",9.15220421946572e-11,0.29365980327993,0.743,0.614,1.83044084389314e-07,"1","JUND"
"PLP2",9.5740021295748e-11,-0.224320108097392,0.528,0.627,1.91480042591496e-07,"1","PLP2"
"PBX3.1",9.65500295744872e-11,0.230595465886313,0.744,0.62,1.93100059148974e-07,"1","PBX3"
"SBSPON",9.77634224417059e-11,0.216056944012885,0.709,0.604,1.95526844883412e-07,"1","SBSPON"
"YWHAG",1.21805503317371e-10,0.273132875158113,0.752,0.622,2.43611006634743e-07,"1","YWHAG"
"PPP1CB.1",1.50769354875493e-10,0.264836481417749,0.687,0.573,3.01538709750987e-07,"1","PPP1CB"
"SOCS2.1",1.69755875855835e-10,-0.237567300161215,0.368,0.447,3.3951175171167e-07,"1","SOCS2"
"FOXN3.1",2.30020455492792e-10,0.249452101891749,0.729,0.596,4.60040910985584e-07,"1","FOXN3"
"SPHK1",2.3767586023813e-10,-0.189613244151126,0.347,0.406,4.7535172047626e-07,"1","SPHK1"
"SVEP1",2.45021872209913e-10,0.285563850472355,0.753,0.642,4.90043744419825e-07,"1","SVEP1"
"DIAPH3.1",2.99700641975708e-10,-0.168187118373327,0.351,0.385,5.99401283951415e-07,"1","DIAPH3"
"DAB2.1",2.99870346456695e-10,0.264561278460813,0.63,0.536,5.9974069291339e-07,"1","DAB2"
"CHP1",3.07083294856453e-10,0.227555459834284,0.721,0.609,6.14166589712905e-07,"1","CHP1"
"ARHGAP20.1",3.09262527462267e-10,0.313453188084249,0.627,0.452,6.18525054924535e-07,"1","ARHGAP20"
"BDKRB1.1",3.42562392131853e-10,-0.188069757716518,0.578,0.626,6.85124784263705e-07,"1","BDKRB1"
"DENND2A",3.51271033544989e-10,0.284333416708827,0.682,0.54,7.02542067089977e-07,"1","DENND2A"
"UCHL3.1",3.51667467144883e-10,-0.172810077175664,0.609,0.684,7.03334934289767e-07,"1","UCHL3"
"FAP.1",3.63560781647358e-10,-0.148464271236675,0.644,0.721,7.27121563294717e-07,"1","FAP"
"ATP1B1",3.71323256206759e-10,-0.136139238291223,0.225,0.257,7.42646512413519e-07,"1","ATP1B1"
"ZNF106.1",3.79567831100263e-10,0.21316866481565,0.683,0.587,7.59135662200527e-07,"1","ZNF106"
"RASSF3",3.97154535752038e-10,0.314461202096544,0.615,0.439,7.94309071504076e-07,"1","RASSF3"
"OSGIN1.1",4.02097642658404e-10,-0.182280393841756,0.381,0.431,8.04195285316809e-07,"1","OSGIN1"
"LINC00116.1",4.39405770429266e-10,-0.326537476491166,0.535,0.69,8.78811540858531e-07,"1","LINC00116"
"TRIB3.1",4.51014992475166e-10,-0.244560491986371,0.48,0.556,9.02029984950333e-07,"1","TRIB3"
"NBAS",4.91228126707914e-10,-0.170137308111199,0.423,0.48,9.82456253415829e-07,"1","NBAS"
"NUDT1",5.1112422129622e-10,-0.213138697618892,0.56,0.604,1.02224844259244e-06,"1","NUDT1"
"IDI1.1",5.55623387417315e-10,-0.175607167459259,0.57,0.654,1.11124677483463e-06,"1","IDI1"
"AC002116.7",5.57097325075061e-10,-0.0289805503730096,0.198,0.3,1.11419465015012e-06,"1","AC002116.7"
"EZR",5.74366449191587e-10,-0.177360467274602,0.564,0.624,1.14873289838317e-06,"1","EZR"
"CKAP2.1",6.77168217643773e-10,-0.129434042674462,0.304,0.32,1.35433643528755e-06,"1","CKAP2"
"EDNRB.1",6.85868570936747e-10,-0.297130460630454,0.441,0.567,1.37173714187349e-06,"1","EDNRB"
"GOPC",7.00288303357505e-10,-0.187830894968,0.571,0.642,1.40057660671501e-06,"1","GOPC"
"PELO.1",7.43489412827338e-10,-0.141562144963385,0.588,0.664,1.48697882565468e-06,"1","PELO"
"CTNNAL1.1",7.74151328967955e-10,-0.156867958029482,0.589,0.648,1.54830265793591e-06,"1","CTNNAL1"
"PLEKHH2",7.76940545672112e-10,0.294232729287214,0.696,0.555,1.55388109134422e-06,"1","PLEKHH2"
"CKB.1",8.71077518730999e-10,-0.260133370212819,0.209,0.307,1.742155037462e-06,"1","CKB"
"ARSJ.1",9.46413483842908e-10,0.277365235679067,0.731,0.614,1.89282696768582e-06,"1","ARSJ"
"NAV1.1",9.95009071752981e-10,0.27592833082963,0.74,0.638,1.99001814350596e-06,"1","NAV1"
"C6orf1",1.03346987910372e-09,0.248676862590741,0.733,0.611,2.06693975820744e-06,"1","C6orf1"
"CDK6",1.08701283779778e-09,0.280331354401042,0.661,0.519,2.17402567559556e-06,"1","CDK6"
"CSE1L",1.10262848189982e-09,-0.160647405645948,0.379,0.409,2.20525696379964e-06,"1","CSE1L"
"LRR1",1.10838858089108e-09,-0.13471083379843,0.309,0.33,2.21677716178216e-06,"1","LRR1"
"INHBA.1",1.20200584457973e-09,0.283978237443654,0.686,0.542,2.40401168915946e-06,"1","INHBA"
"PSG5.1",1.35408626957334e-09,-0.136503249649991,0.252,0.28,2.70817253914668e-06,"1","PSG5"
"NFKBIA",1.65662475591772e-09,-0.176289213634942,0.61,0.656,3.31324951183545e-06,"1","NFKBIA"
"PRPS1.1",1.70913223345887e-09,-0.193415008827835,0.446,0.476,3.41826446691773e-06,"1","PRPS1"
"CYB5A.1",1.77620852081849e-09,-0.104594162311073,0.507,0.585,3.55241704163698e-06,"1","CYB5A"
"SYPL2",1.99589039446585e-09,0.327295416128039,0.435,0.27,3.9917807889317e-06,"1","SYPL2"
"FZD4",2.02740328762958e-09,0.275140272532305,0.605,0.456,4.05480657525916e-06,"1","FZD4"
"VAMP5.1",2.39540239836878e-09,0.185223616722148,0.616,0.522,4.79080479673755e-06,"1","VAMP5"
"HMGB3.1",2.42520881964364e-09,-0.161033099168823,0.469,0.491,4.85041763928727e-06,"1","HMGB3"
"TSPAN5",3.11808080432699e-09,-0.177739785140767,0.603,0.676,6.23616160865398e-06,"1","TSPAN5"
"NOP16.1",3.23334218633363e-09,-0.169859048117486,0.447,0.47,6.46668437266725e-06,"1","NOP16"
"DNAJB9",3.61225368492431e-09,-0.208331056360801,0.487,0.551,7.22450736984861e-06,"1","DNAJB9"
"CD44",4.10439037086125e-09,-0.203310678460536,0.432,0.551,8.2087807417225e-06,"1","CD44"
"ARL6IP1",5.02835277044847e-09,-0.170581127801562,0.619,0.667,1.00567055408969e-05,"1","ARL6IP1"
"FAM213A.1",5.32979514411734e-09,-0.155183720325841,0.567,0.662,1.06595902882347e-05,"1","FAM213A"
"ANGPT1.1",5.38762028980302e-09,0.282663607620039,0.653,0.487,1.0775240579606e-05,"1","ANGPT1"
"MKKS",5.45035550396071e-09,0.177972306436397,0.7,0.586,1.09007110079214e-05,"1","MKKS"
"LRRC17.1",5.93315253336848e-09,-0.188759207006686,0.46,0.505,1.1866305066737e-05,"1","LRRC17"
"B4GALT1.1",6.6582699573064e-09,0.275488883319847,0.688,0.556,1.33165399146128e-05,"1","B4GALT1"
"ARRDC4",6.7972867344494e-09,0.296034235519063,0.606,0.436,1.35945734688988e-05,"1","ARRDC4"
"SOD3.1",7.16196717324919e-09,0.20846855568754,0.727,0.636,1.43239343464984e-05,"1","SOD3"
"FIBIN.1",7.40527399106682e-09,-0.187524281601106,0.237,0.305,1.48105479821336e-05,"1","FIBIN"
"PLTP",7.44400963860864e-09,-0.303947104572865,0.243,0.384,1.48880192772173e-05,"1","PLTP"
"VEGFB.1",7.45178037751565e-09,0.238728514420023,0.733,0.617,1.49035607550313e-05,"1","VEGFB"
"PTPRS.1",7.49075254581907e-09,0.296333132194872,0.714,0.575,1.49815050916381e-05,"1","PTPRS"
"FMOD.1",7.61680001203302e-09,0.151442163775194,0.358,0.288,1.5233600024066e-05,"1","FMOD"
"RP11-490M8.1.1",7.96378512781443e-09,0.241095783832031,0.704,0.569,1.59275702556289e-05,"1","RP11-490M8.1"
"ABCA1",8.17377197828171e-09,0.297139257173168,0.63,0.469,1.63475439565634e-05,"1","ABCA1"
"CPD",8.26571252229381e-09,0.282070827966248,0.697,0.55,1.65314250445876e-05,"1","CPD"
"HSD17B2.1",9.12076747534823e-09,-0.185391054396552,0.335,0.395,1.82415349506965e-05,"1","HSD17B2"
"INHBB.1",1.01399355030402e-08,-0.00204867536824987,0.243,0.343,2.02798710060804e-05,"1","INHBB"
"ADAMTS1.1",1.21778772752775e-08,0.242658439033227,0.722,0.623,2.43557545505551e-05,"1","ADAMTS1"
"HSD17B7",1.39711696342905e-08,-0.156574843726513,0.317,0.364,2.79423392685809e-05,"1","HSD17B7"
"SNHG19",1.51676262940845e-08,-0.255003228416083,0.575,0.664,3.03352525881689e-05,"1","SNHG19"
"TEX30.1",1.53470343799209e-08,-0.109762664540075,0.263,0.285,3.06940687598417e-05,"1","TEX30"
"MPC2",1.62962213057776e-08,0.144102604422424,0.644,0.541,3.25924426115552e-05,"1","MPC2"
"CITED2.1",1.65433398879668e-08,-0.111634483423719,0.55,0.635,3.30866797759337e-05,"1","CITED2"
"RAC2",1.68112296543688e-08,-0.166112939066648,0.328,0.375,3.36224593087377e-05,"1","RAC2"
"RARRES2",1.7161855784678e-08,-0.177863863347292,0.528,0.622,3.4323711569356e-05,"1","RARRES2"
"S100A4.1",1.73067304577552e-08,0.223591005634021,0.665,0.566,3.46134609155104e-05,"1","S100A4"
"THSD4.1",1.82336777373927e-08,0.264685518346935,0.611,0.459,3.64673554747854e-05,"1","THSD4"
"MT2A.1",2.04354435780743e-08,-0.227976346498913,0.4,0.475,4.08708871561486e-05,"1","MT2A"
"THBS1.1",2.0748545245876e-08,0.238014239315993,0.645,0.548,4.1497090491752e-05,"1","THBS1"
"DDIT4",2.12269469658877e-08,-0.216332358453743,0.587,0.665,4.24538939317755e-05,"1","DDIT4"
"HSD17B14",2.27790333989552e-08,-0.210497921790318,0.542,0.598,4.55580667979103e-05,"1","HSD17B14"
"DIO3OS",2.87103411869369e-08,0.231448813299941,0.615,0.493,5.74206823738738e-05,"1","DIO3OS"
"KMT5A.1",3.14525577402055e-08,0.303014458547198,0.61,0.449,6.29051154804111e-05,"1","KMT5A"
"FGF2",3.39105870227271e-08,0.26624842635148,0.73,0.594,6.78211740454543e-05,"1","FGF2"
"TNS1.1",3.52304477557572e-08,0.31172792376861,0.517,0.353,7.04608955115143e-05,"1","TNS1"
"COX17",3.72623415583701e-08,0.167817227539788,0.709,0.595,7.45246831167403e-05,"1","COX17"
