"","p_val","avg_diff","pct.1","pct.2","p_val_adj","cluster","gene"
"SSB.1",1.42011150511404e-45,-0.480601082653528,0.421,0.644,2.84022301022808e-42,"1","SSB"
"FDFT1.1",4.15031219382858e-45,-0.426817074678578,0.473,0.695,8.30062438765716e-42,"1","FDFT1"
"MRVI1",9.00095050103279e-45,0.550861196656905,0.819,0.609,1.80019010020656e-41,"1","MRVI1"
"RCN3.1",1.18684408534609e-44,-0.467886024250459,0.524,0.706,2.37368817069217e-41,"1","RCN3"
"THBS2.1",6.70515849718571e-44,0.432238500417934,0.78,0.576,1.34103169943714e-40,"1","THBS2"
"RUVBL2",1.10355029709511e-43,-0.468293707250344,0.501,0.68,2.20710059419023e-40,"1","RUVBL2"
"NFASC",1.72546699311714e-43,0.504545621353192,0.786,0.614,3.45093398623428e-40,"1","NFASC"
"CLU",4.88240616524548e-43,-0.487689332806205,0.401,0.649,9.76481233049095e-40,"1","CLU"
"ERP44",6.53126469119709e-43,-0.41408422694928,0.572,0.762,1.30625293823942e-39,"1","ERP44"
"USP53.1",8.2354483846212e-43,0.542477606258281,0.809,0.588,1.64708967692424e-39,"1","USP53"
"EBNA1BP2.1",4.12607637218323e-42,-0.423905830701195,0.502,0.708,8.25215274436646e-39,"1","EBNA1BP2"
"AIFM2.1",5.51148091004505e-42,-0.474039662674851,0.499,0.7,1.10229618200901e-38,"1","AIFM2"
"NME4",5.61476229733533e-42,0.382111024491466,0.752,0.504,1.12295245946707e-38,"1","NME4"
"CTSC.1",8.32315409914191e-42,-0.510967744675834,0.32,0.567,1.66463081982838e-38,"1","CTSC"
"PSMD6",1.88509765570916e-41,-0.415721996548734,0.54,0.73,3.77019531141831e-38,"1","PSMD6"
"PA2G4",2.33925560907362e-41,-0.410411401223339,0.493,0.685,4.67851121814724e-38,"1","PA2G4"
"RPL22L1.1",1.59021461962821e-40,-0.402424928219716,0.366,0.614,3.18042923925642e-37,"1","RPL22L1"
"TUBA1C.1",3.00836102296336e-40,-0.3728666329222,0.424,0.665,6.01672204592672e-37,"1","TUBA1C"
"LXN.1",3.42415563973905e-40,-0.432645702289519,0.44,0.657,6.8483112794781e-37,"1","LXN"
"TRPV2.1",3.74940251157765e-40,-0.435446389105769,0.523,0.678,7.49880502315531e-37,"1","TRPV2"
"BOP1.1",8.91776505659036e-40,-0.432062750307403,0.226,0.392,1.78355301131807e-36,"1","BOP1"
"COPB2",1.10866745304911e-39,-0.372961767425501,0.533,0.711,2.21733490609822e-36,"1","COPB2"
"ATOX1",1.2695321238005e-39,0.427623542564717,0.681,0.485,2.539064247601e-36,"1","ATOX1"
"EIF4A3",1.33382412034167e-39,-0.539780122440916,0.521,0.719,2.66764824068333e-36,"1","EIF4A3"
"GGH",1.4612051065334e-39,-0.434872333438729,0.35,0.498,2.92241021306679e-36,"1","GGH"
"PLAUR.1",3.95906251168354e-39,-0.4163178120121,0.524,0.681,7.91812502336709e-36,"1","PLAUR"
"HNRNPD",5.11530509437765e-39,-0.393338565868434,0.483,0.678,1.02306101887553e-35,"1","HNRNPD"
"EPRS",5.2923225192605e-39,-0.391266115063681,0.516,0.719,1.0584645038521e-35,"1","EPRS"
"BIRC5",1.72465189064555e-38,-0.426337942487386,0.095,0.262,3.4493037812911e-35,"1","BIRC5"
"SRSF3.1",1.99225011467653e-38,-0.344798744572099,0.443,0.654,3.98450022935306e-35,"1","SRSF3"
"SPON2.1",3.43763339295974e-38,-0.459119084280986,0.428,0.618,6.87526678591948e-35,"1","SPON2"
"MYLK.1",3.6393483888006e-38,0.490310719061704,0.677,0.453,7.27869677760121e-35,"1","MYLK"
"CD47.1",5.2457907972279e-38,-0.375045635598641,0.484,0.688,1.04915815944558e-34,"1","CD47"
"ATP6AP2",6.13718711983223e-38,-0.409642075352022,0.479,0.671,1.22743742396645e-34,"1","ATP6AP2"
"HNRNPH3.1",6.68321468102062e-38,-0.353406169158611,0.529,0.72,1.33664293620412e-34,"1","HNRNPH3"
"CD320.1",8.51155664797977e-38,-0.44836610785311,0.496,0.664,1.70231132959595e-34,"1","CD320"
"PSMB9.1",2.26828526169507e-37,-0.479151668536879,0.539,0.718,4.53657052339015e-34,"1","PSMB9"
"P4HA2",2.3410554237031e-37,-0.399605210491283,0.582,0.759,4.6821108474062e-34,"1","P4HA2"
"TP53I11",2.43254529250625e-37,0.427495300769255,0.808,0.593,4.8650905850125e-34,"1","TP53I11"
"DBI",3.60766940163697e-37,-0.421227054044904,0.386,0.616,7.21533880327395e-34,"1","DBI"
"PRKCDBP.1",3.68351747633997e-37,-0.410018986641381,0.406,0.612,7.36703495267994e-34,"1","PRKCDBP"
"C12orf75.1",6.71931764355866e-37,0.441757894924126,0.696,0.475,1.34386352871173e-33,"1","C12orf75"
"MT-ND3.1",1.25342950179005e-36,0.4014080112656,0.702,0.47,2.5068590035801e-33,"1","MT-ND3"
"CLEC11A",3.26959336631402e-36,-0.399544560808445,0.545,0.735,6.53918673262804e-33,"1","CLEC11A"
"TRAPPC4.1",5.74899968095419e-36,-0.393284682810243,0.52,0.725,1.14979993619084e-32,"1","TRAPPC4"
"KRT18.1",8.68398196403891e-36,-0.415086303498259,0.479,0.679,1.73679639280778e-32,"1","KRT18"
"EPHX1.1",1.69185650833723e-35,-0.387824131769649,0.549,0.727,3.38371301667446e-32,"1","EPHX1"
"UBC.1",1.98048810140808e-35,-0.498133721841431,0.329,0.531,3.96097620281615e-32,"1","UBC"
"DDX39A",2.33201024550388e-35,-0.396921634479268,0.306,0.462,4.66402049100777e-32,"1","DDX39A"
"TUBA1B.1",2.87463289605033e-35,-0.466807786137336,0.337,0.555,5.74926579210066e-32,"1","TUBA1B"
"IGFBP5.1",3.96885453724695e-35,0.488211243515725,0.691,0.462,7.93770907449389e-32,"1","IGFBP5"
"BLVRA",1.27155436415953e-34,-0.417090426853229,0.546,0.697,2.54310872831906e-31,"1","BLVRA"
"PLAT.1",8.44149798683985e-34,-0.399148462380115,0.496,0.68,1.68829959736797e-30,"1","PLAT"
"PXDN",8.54607061419665e-34,0.406951750478172,0.781,0.564,1.70921412283933e-30,"1","PXDN"
"ASNS.1",9.12265481776829e-34,-0.421801831346469,0.499,0.664,1.82453096355366e-30,"1","ASNS"
"KPNA2",1.11242733007845e-33,-0.392342467077584,0.533,0.674,2.22485466015689e-30,"1","KPNA2"
"CSRP2",6.8906245358489e-33,-0.435296436374395,0.494,0.688,1.37812490716978e-29,"1","CSRP2"
"MT-CO2.1",1.20307445575148e-32,0.42995661292412,0.677,0.461,2.40614891150296e-29,"1","MT-CO2"
"PHKG1.1",1.39523532233717e-32,0.299682794445417,0.353,0.239,2.79047064467434e-29,"1","PHKG1"
"PCYOX1.1",3.6042367683112e-32,0.393810528629885,0.803,0.604,7.20847353662239e-29,"1","PCYOX1"
"LBH.1",4.02770229367233e-32,0.419398196936119,0.789,0.582,8.05540458734466e-29,"1","LBH"
"VCL.1",6.75262339795117e-32,0.371271696778156,0.751,0.534,1.35052467959023e-28,"1","VCL"
"HSPB6.1",9.93808732355066e-32,0.381051644268012,0.77,0.585,1.98761746471013e-28,"1","HSPB6"
"S1PR3",2.549666829814e-31,0.426372816719676,0.804,0.62,5.09933365962799e-28,"1","S1PR3"
"DKK1.1",8.1912548831081e-31,-0.410360388618413,0.473,0.646,1.63825097662162e-27,"1","DKK1"
"NOP56",9.52082139128715e-31,-0.370980900995804,0.538,0.7,1.90416427825743e-27,"1","NOP56"
"HMGA1.1",1.00901798368733e-30,-0.346934832255235,0.375,0.607,2.01803596737465e-27,"1","HMGA1"
"CD55.1",1.77125438838168e-30,-0.383660758354249,0.544,0.691,3.54250877676337e-27,"1","CD55"
"SCUBE3",1.99640614811553e-30,0.533798594350265,0.582,0.319,3.99281229623106e-27,"1","SCUBE3"
"TUBB.1",5.03350160059598e-30,-0.438669208507335,0.363,0.558,1.0067003201192e-26,"1","TUBB"
"CAPG",8.37701204557755e-30,-0.499301844620698,0.532,0.712,1.67540240911551e-26,"1","CAPG"
"ZMAT3.1",1.09951631802587e-29,0.397020874925064,0.789,0.596,2.19903263605173e-26,"1","ZMAT3"
"CRYAB.1",1.23231843976003e-29,0.476377863745112,0.744,0.516,2.46463687952006e-26,"1","CRYAB"
"HOXC8.1",1.42338664801844e-29,0.0085754861377549,0.154,0.339,2.84677329603689e-26,"1","HOXC8"
"TNFRSF12A.1",3.30176755813451e-29,-0.280091889215124,0.478,0.647,6.60353511626903e-26,"1","TNFRSF12A"
"LACTB2.1",1.03081581042765e-28,-0.364782537870764,0.566,0.708,2.06163162085531e-25,"1","LACTB2"
"STMN1.1",2.1152038343861e-28,-0.411172581553195,0.526,0.686,4.23040766877221e-25,"1","STMN1"
"FRMD6-AS2",2.40999120566452e-28,0.381136127935263,0.583,0.404,4.81998241132905e-25,"1","FRMD6-AS2"
"NDN.1",4.56880049769041e-28,-0.34553377393826,0.562,0.716,9.13760099538081e-25,"1","NDN"
"TPM2.1",6.13989070495392e-28,-0.459516449085298,0.362,0.53,1.22797814099078e-24,"1","TPM2"
"EMG1.1",6.52332078038541e-28,-0.397871807902347,0.465,0.598,1.30466415607708e-24,"1","EMG1"
"LASP1",7.48139131168189e-28,0.346968256485167,0.78,0.583,1.49627826233638e-24,"1","LASP1"
"FN1.1",8.17788707255299e-28,0.39608860363373,0.696,0.491,1.6355774145106e-24,"1","FN1"
"PRNP",1.00518589359093e-27,0.372714729847823,0.692,0.526,2.01037178718186e-24,"1","PRNP"
"SRSF7.1",1.01053816369736e-27,-0.301334048706999,0.537,0.71,2.02107632739472e-24,"1","SRSF7"
"ALDH2",1.66063273873542e-27,-0.326879054467247,0.571,0.71,3.32126547747084e-24,"1","ALDH2"
"PTTG1.1",1.72657020861533e-27,-0.402577462238561,0.324,0.441,3.45314041723067e-24,"1","PTTG1"
"LAMC1",2.43928157678193e-27,0.348882232942313,0.757,0.564,4.87856315356385e-24,"1","LAMC1"
"CD81.1",4.27611968299961e-27,0.300191145779756,0.746,0.54,8.55223936599921e-24,"1","CD81"
"TUBA4A",6.24731807517108e-27,-0.366239665846888,0.454,0.577,1.24946361503422e-23,"1","TUBA4A"
"SQRDL.1",3.39231001906413e-26,-0.313504007296722,0.57,0.714,6.78462003812825e-23,"1","SQRDL"
"FBLN1.1",3.69770539361277e-26,-0.385685304747977,0.421,0.585,7.39541078722554e-23,"1","FBLN1"
"LACTB.1",4.57708959136255e-26,-0.28367965014023,0.546,0.706,9.1541791827251e-23,"1","LACTB"
"PUM3.1",5.21186491423476e-26,-0.340444123915381,0.427,0.551,1.04237298284695e-22,"1","PUM3"
"LMO7-AS1",7.91679890443772e-26,0.378850369428558,0.741,0.574,1.58335978088754e-22,"1","LMO7-AS1"
"PAPPA",1.47751943884203e-25,0.395995248138379,0.751,0.609,2.95503887768406e-22,"1","PAPPA"
"PAICS",1.59615417193613e-25,-0.353788443133679,0.504,0.624,3.19230834387227e-22,"1","PAICS"
"NR2F2",1.9504499616311e-25,0.36129921796494,0.752,0.587,3.9008999232622e-22,"1","NR2F2"
"WDR43.1",2.28049580706314e-25,-0.337324124822829,0.457,0.573,4.56099161412628e-22,"1","WDR43"
"RUVBL1",2.48450937018345e-25,-0.32506294861844,0.421,0.532,4.9690187403669e-22,"1","RUVBL1"
"CDC20.1",3.23218263788601e-25,-0.350133986123282,0.159,0.32,6.46436527577203e-22,"1","CDC20"
"MYBL2",4.91925411809235e-25,-0.273692900489709,0.123,0.279,9.8385082361847e-22,"1","MYBL2"
"NUSAP1",5.12136952625372e-25,-0.318466865191756,0.105,0.252,1.02427390525074e-21,"1","NUSAP1"
"UBE2T",5.2135544875841e-25,-0.323259050846847,0.233,0.341,1.04271089751682e-21,"1","UBE2T"
"PAK1IP1",8.6678372407448e-25,-0.301922061529763,0.303,0.411,1.73356744814896e-21,"1","PAK1IP1"
"S100A10.1",1.0322265014614e-24,-0.351086579348379,0.414,0.576,2.06445300292279e-21,"1","S100A10"
"C7orf73",1.34255800535271e-24,0.280365387356647,0.716,0.538,2.68511601070542e-21,"1","C7orf73"
"EXOSC9",1.8549225413032e-24,-0.312959390010675,0.189,0.306,3.7098450826064e-21,"1","EXOSC9"
"WFDC1.1",1.95653338500273e-24,0.366533230863501,0.747,0.594,3.91306677000546e-21,"1","WFDC1"
"ANTXR1.1",2.38859292441027e-24,0.319923812771134,0.756,0.576,4.77718584882053e-21,"1","ANTXR1"
"TXN.1",3.62214794775517e-24,-0.404511670051394,0.369,0.55,7.24429589551034e-21,"1","TXN"
"MEG3.1",5.24846672795925e-24,0.326879833997374,0.731,0.551,1.04969334559185e-20,"1","MEG3"
"MGAT5",5.47889117836486e-24,0.462975486531417,0.581,0.339,1.09577823567297e-20,"1","MGAT5"
"TMEM176B.1",5.98358003863482e-24,-0.309219149417992,0.472,0.627,1.19671600772696e-20,"1","TMEM176B"
"FST.1",1.45506718351787e-23,-0.337281940960626,0.507,0.632,2.91013436703573e-20,"1","FST"
"VGLL3.1",1.63705897371346e-23,0.4083725592116,0.779,0.626,3.27411794742693e-20,"1","VGLL3"
"DRAP1.1",1.69757978247006e-23,-0.357212593386005,0.412,0.574,3.39515956494011e-20,"1","DRAP1"
"CDC42EP3.1",2.45285971432434e-23,0.314780989175775,0.733,0.57,4.90571942864869e-20,"1","CDC42EP3"
"PFDN2.1",3.31799866535723e-23,-0.297429020639513,0.49,0.662,6.63599733071446e-20,"1","PFDN2"
"UACA",5.04742130891566e-23,-0.296602064400497,0.539,0.69,1.00948426178313e-19,"1","UACA"
"DLGAP5.1",5.22734958166153e-23,-0.330267666062479,0.229,0.396,1.04546991633231e-19,"1","DLGAP5"
"AK5.1",6.6455485162166e-23,-0.294208739626536,0.27,0.367,1.32910970324332e-19,"1","AK5"
"RSPO1.1",6.96641770696127e-23,0.34149804756175,0.488,0.331,1.39328354139225e-19,"1","RSPO1"
"SNRPA1.1",7.54548996211038e-23,-0.319308466418095,0.495,0.593,1.50909799242207e-19,"1","SNRPA1"
"INSIG1.1",8.27250187645422e-23,-0.340400878999944,0.522,0.668,1.65450037529084e-19,"1","INSIG1"
"HAT1",8.36675403028829e-23,-0.26156929738251,0.4,0.495,1.67335080605766e-19,"1","HAT1"
"MT1E.1",1.02928169442442e-22,-0.319349572568828,0.438,0.603,2.05856338884884e-19,"1","MT1E"
"CENPH",1.15089687746563e-22,-0.282673409030084,0.158,0.271,2.30179375493125e-19,"1","CENPH"
"TNFAIP6.1",1.29063281623126e-22,-0.194109161681223,0.256,0.328,2.58126563246252e-19,"1","TNFAIP6"
"MKI67.1",1.40999947468806e-22,-0.293177691123734,0.192,0.353,2.81999894937612e-19,"1","MKI67"
"ISYNA1",1.6564693542907e-22,-0.246484880534413,0.193,0.29,3.31293870858139e-19,"1","ISYNA1"
"PTN",1.8826613005209e-22,-0.34326045561032,0.443,0.612,3.76532260104181e-19,"1","PTN"
"MMP12",1.90887448561725e-22,-0.0272341390896367,0.143,0.276,3.8177489712345e-19,"1","MMP12"
"CRIM1.1",1.92045653152069e-22,0.435801304575086,0.765,0.594,3.84091306304139e-19,"1","CRIM1"
"CEMIP.1",2.23371390132741e-22,0.399121401605329,0.749,0.596,4.46742780265482e-19,"1","CEMIP"
"FDXR",7.62108464062027e-22,-0.32194558888825,0.46,0.572,1.52421692812405e-18,"1","FDXR"
"MYADM.1",8.15141953981705e-22,0.321633976368107,0.741,0.592,1.63028390796341e-18,"1","MYADM"
"WDR34.1",9.64647242345593e-22,-0.315230694961225,0.423,0.531,1.92929448469119e-18,"1","WDR34"
"FLNA",1.36930658474034e-21,0.332857016122499,0.654,0.499,2.73861316948068e-18,"1","FLNA"
"CCBE1",1.41287067914138e-21,-0.275857179580619,0.313,0.423,2.82574135828277e-18,"1","CCBE1"
"CDCA3.1",1.68383036174162e-21,-0.271118399417642,0.185,0.336,3.36766072348324e-18,"1","CDCA3"
"CLTB.1",1.82986295119645e-21,-0.254642424484945,0.472,0.627,3.6597259023929e-18,"1","CLTB"
"CDKN3.1",2.18617427782852e-21,-0.320975937041064,0.27,0.367,4.37234855565704e-18,"1","CDKN3"
"RP11-356J5.12.1",2.23363733219066e-21,0.356683538485321,0.756,0.586,4.46727466438131e-18,"1","RP11-356J5.12"
"PYCR1.1",2.27923903545416e-21,-0.324851837459588,0.528,0.624,4.55847807090832e-18,"1","PYCR1"
"TGFBR2.1",2.47624183785822e-21,0.379285787961928,0.785,0.636,4.95248367571644e-18,"1","TGFBR2"
"IGFBP6.1",3.25901271512149e-21,-0.345843079281931,0.412,0.58,6.51802543024298e-18,"1","IGFBP6"
"AF131217.1.1",3.49535266090881e-21,0.490708228581281,0.528,0.299,6.99070532181763e-18,"1","AF131217.1"
"KIFC1",3.74235886131194e-21,-0.233887558931419,0.164,0.324,7.48471772262388e-18,"1","KIFC1"
"EXOSC8",4.38909160005825e-21,-0.304977559668971,0.417,0.523,8.77818320011651e-18,"1","EXOSC8"
"COLEC10",4.42039229501019e-21,-0.267864825649383,0.577,0.706,8.84078459002039e-18,"1","COLEC10"
"FXYD1.1",5.03358430704188e-21,0.273786302769035,0.512,0.382,1.00671686140838e-17,"1","FXYD1"
"ESCO2",5.16983941078708e-21,-0.213382378005991,0.159,0.315,1.03396788215742e-17,"1","ESCO2"
"SHCBP1",6.52063058318847e-21,-0.242442249145913,0.183,0.339,1.30412611663769e-17,"1","SHCBP1"
"GTSE1.1",7.00144487167713e-21,-0.282105839489037,0.216,0.37,1.40028897433543e-17,"1","GTSE1"
"WNT5A.1",9.30118077491134e-21,0.385834904642327,0.804,0.619,1.86023615498227e-17,"1","WNT5A"
"SKA3.1",1.07390781719499e-20,-0.221316895014551,0.147,0.3,2.14781563438998e-17,"1","SKA3"
"PLAU.1",1.19387876529043e-20,-0.291360909914169,0.528,0.664,2.38775753058086e-17,"1","PLAU"
"ARPC2.1",1.23503984610089e-20,-0.361236157023352,0.411,0.583,2.47007969220179e-17,"1","ARPC2"
"UBE2C.1",1.29246732107234e-20,-0.250537812373744,0.159,0.306,2.58493464214467e-17,"1","UBE2C"
"TYMS.1",1.36318505695487e-20,-0.403454006430305,0.197,0.354,2.72637011390975e-17,"1","TYMS"
"RDH10",1.55363169905526e-20,0.303533112928415,0.713,0.57,3.10726339811052e-17,"1","RDH10"
"LIMS2.1",1.55940630962428e-20,0.382243569821363,0.771,0.609,3.11881261924857e-17,"1","LIMS2"
"CALM2.1",1.60836072949654e-20,-0.341850883902896,0.375,0.559,3.21672145899308e-17,"1","CALM2"
"C5orf56",1.8660934630765e-20,0.386177633140791,0.725,0.538,3.73218692615301e-17,"1","C5orf56"
"USMG5.1",1.9710052205753e-20,0.244126993337923,0.671,0.519,3.9420104411506e-17,"1","USMG5"
"GABARAPL1.1",2.04360481835442e-20,0.319492793281916,0.735,0.588,4.08720963670884e-17,"1","GABARAPL1"
"EXT1.1",2.07406106925186e-20,0.326880997292555,0.737,0.574,4.14812213850372e-17,"1","EXT1"
"CTTN",3.35543000349228e-20,0.324296579179494,0.672,0.519,6.71086000698455e-17,"1","CTTN"
"GTPBP4.1",3.89944975518206e-20,-0.30629539623521,0.511,0.612,7.79889951036413e-17,"1","GTPBP4"
"NASP.1",3.97817372670075e-20,-0.351203877451402,0.516,0.646,7.95634745340149e-17,"1","NASP"
"TFRC",4.50107765191473e-20,0.320305422351389,0.743,0.583,9.00215530382946e-17,"1","TFRC"
"FBN2",4.50841639985115e-20,0.320003317185441,0.708,0.606,9.0168327997023e-17,"1","FBN2"
"TACC3",6.54709890719161e-20,-0.228134005345305,0.138,0.277,1.30941978143832e-16,"1","TACC3"
"CENPA.1",6.70833131597592e-20,-0.238157045634089,0.152,0.292,1.34166626319518e-16,"1","CENPA"
"NEAT1.1",7.0085001371449e-20,0.346324947608455,0.693,0.509,1.40170002742898e-16,"1","NEAT1"
"TGFBR1",7.13745389513707e-20,0.401954336424478,0.665,0.454,1.42749077902741e-16,"1","TGFBR1"
"KRBOX1",8.10819238405518e-20,-0.300524884573424,0.355,0.459,1.62163847681104e-16,"1","KRBOX1"
"SPC25",9.31771887796652e-20,-0.23056117470245,0.225,0.389,1.8635437755933e-16,"1","SPC25"
"DHCR7",1.01379364444989e-19,-0.284538302053949,0.554,0.68,2.02758728889977e-16,"1","DHCR7"
"ADAMTS5",1.19742065452581e-19,0.36818620944826,0.746,0.612,2.39484130905162e-16,"1","ADAMTS5"
"FAM150A",1.96448670258225e-19,0.479819697332994,0.491,0.258,3.9289734051645e-16,"1","FAM150A"
"SGOL1",2.62472057092971e-19,-0.199691772808039,0.185,0.339,5.24944114185943e-16,"1","SGOL1"
"FAM64A.1",2.84829474212125e-19,-0.291843910243449,0.249,0.41,5.6965894842425e-16,"1","FAM64A"
"TLK1",2.99017340117633e-19,0.405866908425633,0.767,0.62,5.98034680235267e-16,"1","TLK1"
"HEG1.1",3.13403569094799e-19,0.345707486474601,0.719,0.588,6.26807138189598e-16,"1","HEG1"
"TUBB2A.1",3.23801374798667e-19,-0.265060719588291,0.556,0.651,6.47602749597333e-16,"1","TUBB2A"
"PBK.1",3.55101704285564e-19,-0.267437745178954,0.2,0.343,7.10203408571128e-16,"1","PBK"
"ITGB1BP1",5.01060889730262e-19,0.269578007023661,0.727,0.56,1.00212177946052e-15,"1","ITGB1BP1"
"CIT",5.01060889730262e-19,-0.165517552261991,0.142,0.278,1.00212177946052e-15,"1","CIT"
"DEPDC1.1",5.01656288934898e-19,-0.23765819607996,0.203,0.356,1.0033125778698e-15,"1","DEPDC1"
"SEC11C.1",5.12493774725458e-19,-0.310561137972936,0.488,0.584,1.02498754945092e-15,"1","SEC11C"
"PGM5P3-AS1.1",5.22941405584554e-19,0.106556418796818,0.297,0.264,1.04588281116911e-15,"1","PGM5P3-AS1"
"RHOBTB3.1",5.59309623093348e-19,0.33373325081439,0.639,0.482,1.1186192461867e-15,"1","RHOBTB3"
"NGFRAP1.1",6.22761042042928e-19,0.326936776973826,0.647,0.504,1.24552208408586e-15,"1","NGFRAP1"
"CENPF.1",8.09081508902104e-19,-0.237430204857056,0.171,0.309,1.61816301780421e-15,"1","CENPF"
"ERCC6L",8.1708045909566e-19,-0.138863835063678,0.17,0.329,1.63416091819132e-15,"1","ERCC6L"
"F10",8.44202161867785e-19,-0.294358027796973,0.372,0.496,1.68840432373557e-15,"1","F10"
"RPS2.1",8.53886424180819e-19,0.349762116144196,0.649,0.501,1.70777284836164e-15,"1","RPS2"
"RRS1.1",9.3946577648298e-19,-0.260653658754262,0.306,0.383,1.87893155296596e-15,"1","RRS1"
"NCAPH",9.49109576344246e-19,-0.161015840688304,0.189,0.35,1.89821915268849e-15,"1","NCAPH"
"HN1.1",9.74796518105779e-19,-0.197000180733443,0.5,0.63,1.94959303621156e-15,"1","HN1"
"TBC1D2.1",1.0375690508904e-18,-0.278033592716354,0.474,0.551,2.07513810178081e-15,"1","TBC1D2"
"EBP.1",1.50670079696951e-18,-0.272672764864633,0.568,0.648,3.01340159393901e-15,"1","EBP"
"CEP55.1",1.53880842819266e-18,-0.246274703586525,0.21,0.35,3.07761685638532e-15,"1","CEP55"
"RARRES1",1.90314999094615e-18,-0.305021673096714,0.594,0.692,3.80629998189229e-15,"1","RARRES1"
"HIST1H3C",1.99571399006065e-18,-0.0311874810434744,0.143,0.273,3.9914279801213e-15,"1","HIST1H3C"
"HMMR.1",2.46557427224151e-18,-0.242507934608711,0.226,0.373,4.93114854448303e-15,"1","HMMR"
"SVIL",2.53150245966433e-18,0.358219593861234,0.765,0.627,5.06300491932865e-15,"1","SVIL"
"MLXIP.1",2.98597815146598e-18,0.32395638683573,0.742,0.592,5.97195630293196e-15,"1","MLXIP"
"PLIN2",3.04787809661042e-18,-0.252885853794593,0.545,0.675,6.09575619322084e-15,"1","PLIN2"
"BTBD3",4.44816680343716e-18,0.37684078086621,0.704,0.511,8.89633360687431e-15,"1","BTBD3"
"WDR62",5.07984855963933e-18,-0.144885964968844,0.137,0.264,1.01596971192787e-14,"1","WDR62"
"CD68",5.24659092719991e-18,-0.308691216997696,0.375,0.481,1.04931818543998e-14,"1","CD68"
"TMEM47.1",5.30948203475131e-18,0.314390903121987,0.749,0.621,1.06189640695026e-14,"1","TMEM47"
"DIXDC1.1",6.04307080758505e-18,0.313026188359081,0.768,0.629,1.20861416151701e-14,"1","DIXDC1"
"BUB1",7.13132671885447e-18,-0.213381281225216,0.193,0.332,1.42626534377089e-14,"1","BUB1"
"FAM171B.1",7.24969729217068e-18,0.382411961730948,0.605,0.415,1.44993945843414e-14,"1","FAM171B"
"CDCA8",7.68681715114805e-18,-0.189722417349601,0.156,0.299,1.53736343022961e-14,"1","CDCA8"
"EVI2A",8.21560675514106e-18,-0.165749682556343,0.153,0.292,1.64312135102821e-14,"1","EVI2A"
"KIF20A.1",8.60762147926772e-18,-0.248672467587099,0.224,0.376,1.72152429585354e-14,"1","KIF20A"
"SYNPO.1",1.00193131195294e-17,0.376650829637457,0.693,0.496,2.00386262390588e-14,"1","SYNPO"
"LINC00706",1.03176972764286e-17,-0.0136163118723686,0.139,0.276,2.06353945528573e-14,"1","LINC00706"
"DDAH1.1",1.06451101664616e-17,0.362658358116847,0.756,0.593,2.12902203329232e-14,"1","DDAH1"
"SLC2A12.1",1.07797470384675e-17,0.376130680919597,0.621,0.429,2.1559494076935e-14,"1","SLC2A12"
"TFPI2.1",1.15091673500925e-17,-0.291341130412906,0.457,0.609,2.3018334700185e-14,"1","TFPI2"
"SPAG5",1.18287762386704e-17,-0.1779272735649,0.203,0.352,2.36575524773407e-14,"1","SPAG5"
"BUB1B",1.34859538406508e-17,-0.159280922752056,0.208,0.357,2.69719076813016e-14,"1","BUB1B"
"CDC25C",1.35629816935159e-17,-0.225266329790866,0.262,0.414,2.71259633870318e-14,"1","CDC25C"
"DEPDC1B",1.41412733022858e-17,-0.151941103088933,0.227,0.39,2.82825466045716e-14,"1","DEPDC1B"
"DKC1",1.49862772145935e-17,-0.282275582694202,0.416,0.495,2.9972554429187e-14,"1","DKC1"
"KIF14",1.73459288423465e-17,-0.181007338314049,0.215,0.365,3.4691857684693e-14,"1","KIF14"
"PDGFRL.1",2.07183316822341e-17,-0.266893830514697,0.171,0.272,4.14366633644681e-14,"1","PDGFRL"
"PLK2",3.13960487751156e-17,-0.270685645487522,0.429,0.52,6.27920975502312e-14,"1","PLK2"
"PLK1.1",3.557360746111e-17,-0.175351856526796,0.169,0.302,7.11472149222201e-14,"1","PLK1"
"HGF.1",6.65206772407058e-17,-0.244638901725079,0.568,0.699,1.33041354481412e-13,"1","HGF"
"ZFAND5.1",7.00980458488028e-17,0.29639768957809,0.674,0.53,1.40196091697606e-13,"1","ZFAND5"
"RPA3.1",8.63730093490983e-17,-0.321347177858665,0.526,0.614,1.72746018698197e-13,"1","RPA3"
"C1orf198.1",9.33192646236012e-17,0.358855771365454,0.76,0.62,1.86638529247202e-13,"1","C1orf198"
"GLS.1",9.54485299606571e-17,0.361670821262449,0.768,0.63,1.90897059921314e-13,"1","GLS"
"ELL2.1",9.85320487370627e-17,0.348285671264743,0.765,0.618,1.97064097474125e-13,"1","ELL2"
"KIF4A.1",1.3377344581426e-16,-0.213087328543624,0.248,0.393,2.6754689162852e-13,"1","KIF4A"
"DNMT1",1.42616546720415e-16,-0.246651230475566,0.544,0.604,2.85233093440829e-13,"1","DNMT1"
"AKR1C1",1.50866950055141e-16,-0.285210217425879,0.643,0.735,3.01733900110282e-13,"1","AKR1C1"
"MIR4458HG.1",1.50922392908132e-16,0.32945181749031,0.688,0.52,3.01844785816264e-13,"1","MIR4458HG"
"C17orf89",1.55024447239822e-16,0.247752788378527,0.663,0.538,3.10048894479644e-13,"1","C17orf89"
"NUF2",1.55594865438336e-16,-0.216509495696786,0.225,0.362,3.11189730876673e-13,"1","NUF2"
